Адыгея;https://adigeya.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=1&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Астраханская;https://astrahanskaya-oblast.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=30&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Волгоградская;https://volgogradskaya-oblast.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=34&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Калмыкия;https://kalmikiya.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=8&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Краснодарский;https://krasnodarskij-kray.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=23&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Ростовская;https://rostovskaya-oblast.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=61&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Амурская;https://amurskaya-oblast.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=28&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Камчатский;https://kamchatskij-kray.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=41&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Магаданская;https://magadanskaya-oblast.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=49&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Приморский;https://primorskij-kray.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=25&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Сахалинская;https://sakhalin.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=65&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Хабаровский;https://habarovskij-kray.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=27&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Дагестан;https://dagestan.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=5&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Северная Осетия;https://severnaya-osetiya.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=15&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
Ставропольский;https://stavropolskij-kray.zarplata.ru/api/v1/collapsed_vacancies?search_type=fullThrottle&offset=0&limit=100&average_salary=true&categories_facets=true&highlight=true&state=1&explain=1&geo_id=26&agglomeration_vacancies_count_facets=1&rubric_filter_mode=new
